Country,Location,Industry_Sector,Potential_Accident_Level,Gender,Employee_Type,Critical_Risk,Description,Month,Weekday
Country_01,Local_04,Mining,4,Male,Third Party,Others,worker name injured name ton receive order immediate supervisor name om n carry assembly activity brace length approximate weight keg structure miss belt said collaborator lift brace approach installation point leaving one end ground resting corner pedestal approximate height carrying planning work injured person lift end part floor turn position assembly moment end fall generating imprisonment finger left hand staff taken medical center supervisor,November,Saturday
Country_03,Local_10,Others,1,Male,Third Party,Others,region location via organization location location location pole location location employee name big name name weird performed soil collection activity field together auxiliary name oil name name name assist organization organization pimento around crossing fence glove attached wire body projected forward causing slight twist left wrist team traveled city location ja employee referred hospital consultation organization actor diagnose fracture prescribing remedy local pain ice pack medical evaluation employee carry activity normally,November,Monday
Country_01,Local_06,Metals,4,Male,Employee,Others,operator descending ladder sailor step fall floor going step falling back hitting head worker used chin strap helmet safety element reduced injury blow treated medical center local treatment referred organization evaluation,November,Wednesday
Country_01,Local_04,Mining,2,Male,Employee,Others,approve name made mesh placed ventilation plug ladder trying wire tie suddenly imbalance due manipulation tool falling third step tropic nose blow right knee wound wrist right hand later evacuated post received first aid,November,Wednesday
Country_02,Local_07,Mining,2,Male,Employee,Others,employee report upon initiating roc front loading activity performing emulsion preparation use displacement small rock fragment ceiling reaching left forearm,November,Friday
Country_01,Local_03,Mining,1,Male,Third Party,Others,level dining room collaborator finished washing tablas food container dimension x x proceed order pinking thumb right hand corner aluminum tabla generating lesion employee time accident safety glove,November,Monday
Country_02,Local_08,Metals,3,Male,Employee,Others,exchange shock bearing housing employee used sledgehammer hit pipe stage activity hammer hit stepladder close coming hand tool projected onto left hand thumb holding piece,November,Tuesday
Country_01,Local_03,Mining,2,Male,Third Party,Others,welder completed welding work reinforce form deepening walked towards distant truck point welder stepped fragment rock x x approve generates foot flex generates injury worker,November,Wednesday
Country_01,Local_03,Mining,4,Male,Employee,Others,activity chute ore hopper ops operator locomotive park equipment hopper fill first car moment blowing release load mud flow suddenly appears presence rock fragment personnel direction flow covered mud,December,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Others,activity chute ore hopper ops operator locomotive park equipment hopper fill first car moment blowing release load mud flow suddenly appears presence rock fragment personnel direction flow covered mud,December,Thursday
Country_01,Local_01,Mining,4,Male,Employee,Suspended Loads,time four mechanic performed removal engine positive slope using key terror time welder tightened key keg weight pulling chain eyebolt held miss lick roof work broken transversely causing fall key hitting helmet welder mechanic causing cervical contracture mirror used activity second protection prevent engine falling,December,Thursday
Country_01,Local_01,Mining,3,Male,Third Party (Remote),Others,time four employee lowered metal sheet towards floor height assembly assistant timely remove hand trapping ring finger iron loose earth causing contusion ring finger collaborator time event use maneuver glove,December,Thursday
Country_02,Local_02,Mining,3,Male,Third Party (Remote),Others,withdrawal metal form support screw inside well bolt chain holder loosened employee helper exerted force combination wrench bolt came loosen immediately pressing ring finger employee right hand support,December,Friday
Country_01,Local_04,Mining,2,Male,Third Party,Others, hour moment name name tipper operator readjusted nut rear tire right side vehicle using wheel wrench tube extension generate greater force torque name name liber held back suffers contusion palm right hand extension partner slip hand name,December,Saturday
Country_02,Local_08,Metals,2,Male,Employee,Others,entering caustic soda containment basin place hose make suction stage steam formation striking employee right left calf,December,Monday
Country_02,Local_02,Mining,2,Male,Third Party (Remote),Others,activity vegetation slope pit pit employee hitting sledgehammer rod installation lifeline hit right leg causing slight excoriation,December,Tuesday
Country_01,Local_04,Mining,3,Male,Employee,Others,performing miss san miss miss miss equipment hammer repair employee try remove suspender support miss pound rope moment receiving blow brace bolt cause splinter released expelling impacting lower left limb causing metal embedding collaborator notice immediately,December,Monday
Country_02,Local_05,Metals,2,Male,Third Party (Remote),Others,employee report performed activity area location sulcus n coordination organization hit location location tuxedo location irritation eye region,December,Monday
Country_01,Local_06,Metals,2,Male,Third Party,Others,remember accessory coupling gun hose high pressure pump bap made clean demister cooling tower carrying complete coupling turn bap start start test moment hose come gun hit name holding gun,December,Tuesday
Country_02,Local_05,Metals,3,Male,Employee,Others,employee report returning anode easel even bumped side easel coming swing hit right shoulder causing bruise,December,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Others,happened maintenance bolter equipment collaborator us carpenter hammer able remove link chain advance drilling machine moment hit side chain partner hit structure beam diverting path hammer causing strike left hand,December,Thursday
Country_02,Local_08,Metals,2,Female,Third Party,Others,maid walking electrolysis area stumbled fell next bathroom room location,December,Friday
Country_01,Local_04,Mining,3,Male,Employee,Others,circumstance operator performed lifting inch italic pipe imprisoned structure railing truck instant push pipe right hand return initial position hitting middle finger employee causing bruise,December,Monday
Country_01,Local_04,Mining,4,Male,Third Party,Others,performing movement bar make room place calibrator name push bar hand turning moment imprisoned middle finger left hand bar ahead,December,Friday
Country_02,Local_05,Metals,2,Male,Third Party,Others,employee report performed soldering activity hit eye region dust found thermal insulation causing irritation,December,Thursday
Country_01,Local_01,Mining,4,Male,Third Party,Others,end unleashing saturated material talus crest bank rugged taut rope leave work area tension moment loose material top slope crumbles height stool projecting fragment rub right cheek causing injury time event area isolated collaborator epos corresponding activity,December,Thursday
Country_01,Local_03,Mining,3,Male,Third Party,Others,level miss geology miss master mine temporarily repair water leakage inch diameter metal distributor make cut rim chamber strip wide x long making using cutter partner stretch camera cutting force edge cutter make contact index finger left hand causing superficial cut time event worker wearing bos glove,December,Friday
Country_01,Local_06,Metals,2,Male,Employee,Others,name withdrew foam ajar oven using metal spoon empty foam waste container moment splash slag residue impacting face generating surface burn worker wearing face mask,December,Monday
Country_02,Local_05,Metals,4,Male,Employee,Others,employee report trying remove one plate overflow system location oven nth finger right hand pressed tool wrench extension overflow flange location oven located behind performer,December,Wednesday
Country_01,Local_04,Mining,5,Male,Third Party,Others, hour name dago wanting climb starter board remove fan stand unstable reel driving fell frontally height ,December,Friday
Country_01,Local_04,Mining,4,Male,Third Party,Others,approximately p organization operator name heading mine decides stop equipment accommodate light left side manipulating support lighthouse catching fifth finger right hand protection grid support,December,Saturday
Country_01,Local_06,Metals,2,Male,Third Party (Remote),Pressed, hour name performed erasing earthenware section turning machine alidade ironing concrete tour abruptly imprisoning left hand command equipment metal structure causing striction back left hand,January,Monday
Country_01,Local_01,Mining,4,Male,Third Party,Projection,volva workshop time cutting steel plate thickness installation miss miss miss scoop lip miss equipment injured feel discomfort eye time accident collaborator made use full pep soldering iron lens make full adjustment presence respirator,January,Thursday
Country_01,Local_03,Mining,3,Male,Employee,Others,mechanized support activity level miss miss jo lifting support mesh platform organization issue equipment employee stumble feel pain heel left foot,January,Thursday
Country_02,Local_08,Metals,1,Male,Employee,Pressed,preparation scaffolding activity employee loading piece designated place finger pressed metal piece moved,January,Friday
Country_01,Local_04,Mining,4,Male,Employee,Others,making change support vertical pump zinc two mechanic raised beam h x keg one end height injured person knee slip hand causing injury described,January,Saturday
Country_01,Local_06,Metals,3,Male,Employee,Cut, desalinator stop untimely operator lower lock machine verify failure detecting locking sheet basket manipulator operator try arrange sheet manually pulling sheet one cut palm right hand edge sheet referred medical center attention,January,Sunday
Country_02,Local_05,Metals,4,Male,Employee,Projection/Burning,employee performed withdrawal electrical failure engine control drawer miss q miss miss check exchange fuse closed door drawer energized drawer moment arc opened reaching face part employee forearm causing minor burn,January,Sunday
Country_01,Local_01,Mining,3,Male,Third Party,Others,circumstance worker hit support drill beam advance cylinder align base beam hole beam place bolt mechanical hammer slip inertia mechanic hand hit edge beam causing injury time accident employee pie activity,January,Monday
Country_01,Local_03,Mining,3,Male,Employee,Others,level access organization issue performed sustaining activity drilling drill install miss lifting mesh square meter x weight keg approximately team platform assistant slip feel pain inner edge right knee,January,Monday
Country_03,Local_10,Others,4,Male,Third Party,Fall prevention,name auxiliary g name n name real name rid name name name name name name month day work name p name forming name activity soil call name action name move name name name quip name name n name point name holding l name v name r name name count name r name pi name c name sloping ground name lac name v name g name station name cause name name fall name name l name name name say name name name r name name tool h name old name rapid fall name v name name name name employ name name l name aging name causing shock name name blow name ground name name employ name name continue name name activity azoth name r point sample name call name action h name f name name arm name ring,January,Tuesday
Country_02,Local_08,Metals,2,Male,Third Party (Remote),Manual Tools,reduction activity tube employee attached tube walrus hit tube hammer untied walrus reaching finger,January,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Projection,activity settling concrete block ventilation plug wall miss x miss miss level circumstance worker made setting union concrete block polyethylene pipe diameter pick spike hit hit top worker protector,January,Saturday
Country_01,Local_03,Mining,3,Male,Employee,remains of choco,level location jo area completing drilling drill loading operator remove bit jumbo arm walk towards crew cabin crown work fragment rock pass cicada mesh impact helmet rebound hit right shoulder operator generating described injury,January,Tuesday
Country_02,Local_08,Metals,4,Male,Employee,Liquid Metal,upon approaching furnace process melting miss n ingot struck liquid metal projection,January,Tuesday
Country_02,Local_08,Metals,4,Male,Employee,Others,routine slimming activity kiln battery employee began remove waste inside crucible aid skimmer felt pain left shoulder,January,Tuesday
Country_01,Local_06,Metals,4,Male,Third Party (Remote),Fall prevention, hour name r name e say name e name e name carrying work assembling water line climb cat ladder approximate height meter vanishes fall hitting way transferred medical center attention,January,Friday
Country_01,Local_04,Mining,3,Male,Third Party,Manual Tools,manipulating material master drill truck operator decide make space moving radiator moment driver truck imprisoned little finger left hand bar,January,Friday
Country_02,Local_02,Mining,1,Male,Third Party (Remote),Others,employee engaged removal material excavation well level using shovel placing bucket day material fell pipe employee boot friction boot calf caused superficial injury leg,January,Saturday
Country_01,Local_04,Mining,4,Male,Third Party,remains of choco, name name block miss v moment name sir name name injured cleaned drill radial mesh inclined shape right gable moment detaches fragment rock name impacting shoulder name,January,Monday
Country_02,Local_05,Metals,3,Male,Third Party (Remote),Fall,employee transiting location r area came slip suffering twist left knee,January,Tuesday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals, activity collecting soil collaborator name ran branch attacked bitten twice head pain swelling allergic symptom continued activity,January,Tuesday
Country_01,Local_03,Mining,6,Male,Third Party,remains of choco,process loading drill location pit level operator position basket info loader equipment height floor carry loading production drill moment stone slab ex ex detached front pit tilted lodged inside basket trapping right leg collaborator,January,Wednesday
Country_01,Local_04,Mining,3,Male,Third Party,Others, time collaborator passing tube pic pipe loader uncover fifth hole obstructed piece rock operator organization anal accidentally activates air valve causing loading pipe floor rise suddenly throwing peril info excess pipe cheekbone eyelid right eye victim,January,Friday
Country_01,Local_01,Mining,3,Male,Third Party,Vehicles and Mobile Equipment,circumstance tipper organ miss ratio miss organ miss ratio miss organ miss ratio miss organ miss ratio miss organ miss ratio miss organ miss ratio miss ceiba moved miss v miss miss v miss operator see congestion equipment front unit miss p miss organ miss ratio miss distance meter miss access miss v miss decides get cab turning vehicle suddenly slide second rung miss ground hitting right forearm region fender rung miss,January,Sunday
Country_01,Local_01,Mining,3,Male,Employee,Vehicles and Mobile Equipment,moment entering mouth miss new employee move left side locomotive organization organization miss locomotive personnel transfer stationed entrance mouth without noticing protruding abutment said locomotive bottom hitting right knee metal stirrup noted operator continued duty watch without reporting happened extraction supervisor upon noticing discomfort partner knee immediately evacuated location car reporting control center,January,Saturday
Country_02,Local_08,Metals,3,Male,Employee,Others,assembly activity polypropylene pipe diameter employee stepped pipe flange twisted right foot,January,Tuesday
Country_01,Local_01,Mining,4,Male,Employee,Vehicles and Mobile Equipment,upon entering mine interior located n last convoy displacement derails advance approximately meter operator observes event entering entrance gate paralyzes displacement convoy winemaker full epos,January,Tuesday
Country_03,Local_10,Others,2,Male,Third Party,Projection/Choco, performing soil activity collaborator name used pickaxe assist opening collection hole struck errant ground fragment rock projected forehead causing small cut activity paralyzed moment necessary go doctor employee continued activity normally,February,Wednesday
Country_02,Local_02,Mining,3,Male,Employee,Manual Tools,employee performing drilling activity miss probe level miss positioning needle stem came hit left hand ring finger retraction box causing superficial injury,February,Saturday
Country_03,Local_10,Others,2,Male,Employee,Others, p performing geological mapping activity geologist name oil name name accompanied geologist name name name name make crossing side fence barbed wire known region goat fence base height made rod interlaced horizontally upwards made little barbed wire barbed around jumped fence still fence managed sweep vegetation left foot even supporting foot ground stump approximately x came break sole boot cause perforation left foot height finger,February,Sunday
Country_01,Local_04,Mining,2,Male,Third Party,Others,collaborator completed misalignment nut left side chute scraper strip get turn hit head guard railing hitting lens generating injury,February,Tuesday
Country_01,Local_03,Mining,5,Male,Employee,remains of choco,level worker performed chute ore hopper second car perceived slip water mud hopper decided leave platform already second rung ladder access water increase fragment rock slide hit back worker causing fall hit right forearm left knee,February,Tuesday
Country_01,Local_03,Mining,4,Male,Third Party,Cut, hour approximately circumstance organization organization mac arranged move guillotine right side towards center table make cut page trying raise guillotine middle finger right hand rub edge guillotine blade causing cut yolk third finger right hand,February,Wednesday
Country_02,Local_08,Metals,2,Female,Third Party,Others,preparation office cleaning activity employee made use stair railing contact clamp used lock signaling board,February,Wednesday
Country_02,Local_08,Metals,1,Male,Third Party (Remote),Pressed,activity packaging cylindrical piece easel employee carried piece designated place finger pressed metal piece moved,February,Wednesday
Country_01,Local_04,Mining,3,Male,Third Party,Cut,injured collaborator one colleague wanted move rim scoop tire using strength threw rim floor make roll instant eyelash hit fifth finger right hand ring producing injury,February,Wednesday
Country_01,Local_06,Metals,3,Male,Employee,Machine Protection,averaging operator name removed cleaning accessory mobile channel line supported left hand rail motion moment crushing finger left hand occurs injury occurs collaborator referred organization care,February,Wednesday
Country_01,Local_03,Mining,5,Male,Third Party (Remote),Power lock,spillway circumstance worker cleaning use absorbent cloth oil residue right edge miss miss miss miss compressor bonnet open functioning rag fall inside compressor attempt remove hooked fan propeller pulling worker left hand toward propeller causing injury,February,Thursday
Country_01,Local_06,Metals,1,Male,Third Party (Remote),Manual Tools,performing carpentry work collaborator hit second finger left hand hammer held right hand causing bruise height nail evaluation carried medical center unit final diagnosis contusion finger,February,Wednesday
Country_02,Local_08,Metals,3,Male,Employee,Pressed,preparing mount polypropylene tubing employee pulled pickup truck positioned place pressing finger tube concrete wall,February,Monday
Country_02,Local_05,Metals,4,Male,Employee,Projection,maintenance peristaltic pump change internal hose rupture tubing reserve pump ruptured started operate designing solution heated towards employee reaching left forearm causing irritation skin,February,Monday
Country_02,Local_05,Metals,4,Male,Employee,Burn,maintenance peristaltic pump change internal hose rupture tubing reserve pump disrupted started operate designing solution heated towards employee reaching left forearm causing burn,February,Monday
Country_01,Local_03,Mining,5,Male,Third Party,Pressed, miss x miss miss cyanic loosens bolt intermediate carman protector miss per miss protector released imprisons first finger left hand connector hydraulic steering cylinder position ,February,Tuesday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals, performing miss geometric using miss collaborator name bumped top field hat branch attacked bitten behind ear another shoulder continued activity felt pain swelling,February,Wednesday
Country_01,Local_03,Mining,2,Female,Third Party (Remote),Fall,averaging office name jane name mana prepares store folder warehouse go place come ugly going two step diagonally sits left foot edge second step causing foot bend left inward stabilizes quickly avoiding falling ground,February,Thursday
Country_01,Local_04,Mining,3,Male,Third Party,Projection/Manual Tools,moment extracting bolt miss fuck rotation unit v instant made hit rope alb base support bolt fragment metal structure projected impacting face mechanic ready described injury,February,Friday
Country_01,Local_01,Mining,3,Male,Employee,Chemical substances,painting pumping pipe completed person involved involuntarily touch face hand glove full paint clean make use dry industrial cloth begin rub face period time second continuously finally paint face cleaned friction generates described injury,February,Friday
Country_01,Local_01,Mining,4,Male,Third Party,Projection,conclusion unloading ore miss p miss miss plate tipper pit driver notice stretch support mesh stuck hopper hatch driver get equipment hopper lifted remove hand mesh generating force fine particle rock fall one impregnated eye injured time incident injured person used measuring glass surcharge,February,Friday
Country_01,Local_04,Mining,4,Male,Third Party,Vehicles and Mobile Equipment,name putting tool hopper organization truck parked cruise mi organization c mi organization c bomb mining operation van arrived driven organization parked behind truck organization approximately meter without placed safety block went request data drilling later assistant organization simba organization opened gate dropping bit hopper mine truck untimely vehicle moved forward pinning mechanic right leg,February,Thursday
Country_02,Local_07,Mining,3,Male,Third Party (Remote),Venomous Animals,transport piece wood aid wheelbarrow employee felt prick right leg moment stopped activity removed legging shaking pant noticed small scorpion,February,Thursday
Country_01,Local_01,Mining,4,Male,Third Party (Remote),Fall,mining cycle location money location starting drilling work anchor lane miss imam system collaborator squat pick man miss tool platform moment jackleg team loses position project towards back collaborator generating injury,February,Saturday
Country_01,Local_01,Mining,3,Male,Employee,Projection,support process circumstance assistant performs last cut transverse length mesh mesh generates movement towards operator hit face causing described injury,February,Saturday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals, p assisting organization miss geometric collaborator name v bumped top location field hat branch attacked carbon location moth went towards eye due use location sunglass attack region prevented insect moved side location face getting caught ear back location field hat making helper get two bite behind ear name v allergic miss ribbon location bite soon activity immediately paralyzed drove car accident took medicine antiallergic already used situation location work indicated another location actor avoid swelling miss cell responsible project also field mapping activity called radio immediately assistant felt good taken emergency location location location location bra location location consulted location actor took antiallergic released around ,February,Saturday
Country_01,Local_01,Mining,3,Male,Third Party,Fall,organization n moment staff organization company heading towards pique support casting job one electrician identify lane water road right leg enters gutter depth causing injury service paralyzed entrance personnel,February,Sunday
Country_02,Local_07,Mining,4,Male,Employee,Fall prevention,employee descending ladder inspection milling cyclone give access floor behind mill platform floor gave way fell height approximately meter meter material ore platform decreasing height fall impact,February,Sunday
Country_01,Local_03,Mining,4,Male,Third Party,remains of choco,area location local meter sub station organization circumstance worker preparing pick rope floor several fragment rock slide slope hill one fragment miss meter approximately impact face worker producing aforementioned injury,February,Monday
Country_02,Local_02,Mining,4,Male,Employee,Others,performing cleaning activity area near grinding employee handling block triangular shaped rock measuring b x h x e movement lost balance falling rock thumb left hand injuring,February,Monday
Country_01,Local_06,Metals,1,Male,Third Party (Remote),Others,carrying refractory brick chopping activity order place support bus bar section particle detached hitting assistant right arm one meter away work area provoking wound arm treated medical center returned usual duty,March,Wednesday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals, soil sampling region location employee name name lo name name attacked bee test rushed away place employee name took bite one chin one chest one neck one hand glove employee took bite one hand glove head employee name lo took bite left arm uniform first one sketched allergy swelling sting site activity stopped evaluate site verifying test remained line left site,March,Thursday
Country_02,Local_02,Mining,5,Male,Employee,Vehicles and Mobile Equipment,employee hitchhiking miss p miss truck equipment crossed central anterior track catch key wheel loader another operator stopped opposite direction upon returning truck hit arm left loader tire traveling along road passed miss p miss miss right,March,Saturday
Country_01,Local_04,Mining,3,Male,Third Party (Remote),Fall, approve name collaborator name name sampler preparing change remove bucket pulp sample plant courier slipped fell ground supporting right hand generating lesion described name,March,Monday
Country_03,Local_10,Others,1,Male,Third Party,Others, performing man activity employee name kilo name name moving acquisition line came across small drainage approximately wide small gap traversed drainage employee rested right foot ravine came rest causing right ankle twist soon twisting activity paralyzed employee taken local hospital x ray taken examination made physician serious injury found small swelling released normal activity,March,Wednesday
Country_01,Local_03,Mining,5,Male,Third Party,Vehicles and Mobile Equipment,level miss license plate went level surface pilot trying locate radio answer call concrete plant distracted crash vehicle left gable vehicle turn right side happens copilot hit right hand fragment broken glass window right side vehicle,March,Thursday
Country_01,Local_01,Mining,5,Male,Third Party,Vehicles and Mobile Equipment,scoop heading lo lo location action action pa cut point lo location action location lo location action unloaded visualizes truck parked light engine ignited inside thrust location top found accumulating dismount operator stop location top get tell driver truck leave find one decides go look driver top lo location action location lo location action find return location top meter visualizes light lamp shining direction gable approaching find deceased lying side location top proceeds give immediate notice supervisory shift control center emergency center,March,Wednesday
Country_02,Local_05,Metals,3,Male,Third Party,Machine Protection,employee performing maintenance filter press filtration area gas dismantled hose clamp turning motion contact burr tip one screw exposed causing cut glove wound left hand,March,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Individual protection equipment, chamber accumulation aggregate worker made cast towards crown work p perceives discomfort fogging full face decides take chooses use safety glass comfort continue thrown p suffers projection rebound particle left eye,March,Friday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals,team organ miss miss m organ miss miss performed soil collection local miss x target member team moving one collection point another name agio ahead team stinging behind name name oil name name near collection point surprised swarm bee inside miss miss near ground visibility wood hissing noise name agio passed stump name name oil name name attacked bee name sting left arm uniform name oil name name prick lip screen ripped tangled branch escape,March,Wednesday
Country_02,Local_08,Metals,4,Female,Employee,Chemical substances,preparation activity sample chapel maid moving vial nitric acid detached loser causing projection region face upper limb,March,Wednesday
Country_01,Local_03,Mining,5,Male,Third Party (Remote),Power lock,activity changing conveyor belt job feeding primary mill mechanic entered discharge chute x x clean material time automatic sampler x inside chute activated trapping mechanic height chest time accident mechanic alone work area,March,Saturday
Country_01,Local_06,Metals,5,Male,Third Party (Remote),Power lock,approximately hour change cable miss miss miss power cell locked cabinet miss transformer loud noise followed oscillation electrical system moment collaborator organic miss action niche company organic miss action found floor head inside adjoining cell miss miss cabinet blocked miss assigned work received electric shock,March,Wednesday
Country_01,Local_03,Mining,5,Male,Third Party,Vehicles and Mobile Equipment,miss miss er miss miss miss miss miss miss miss miss miss miss miss miss miss miss miss miss moved positive south ramp direction surface organization icon concrete plant height operator observes untimely light engine go control control respond equipment start reverse miss miss miss meter operator jump cabin meter team hit right gable turn side left miss miss area circumstance event presence personnel equipment could affected miss miss,March,Saturday
Country_03,Local_10,Others,1,Male,Employee,Others,technician survey stepped thorn reaction immediately retreat losing balance magnetometer antenna broke,March,Saturday
Country_02,Local_05,Metals,4,Male,Third Party,Fall prevention,employee report assisted maintenance activity tower miss electrolysis stepped miss grid polymer miss lass floor moving causing fall event took place stage displacement fall floor span receiving effort employee fall miss floor side gutter floor supporting structure employee fall lower level miss floor,March,Friday
Country_02,Local_05,Metals,3,Male,Employee,Chemical substances,employee report supervising activity location relation near location projection hot humped dust upper floor reached cervical neck region causing first degree burn,April,Tuesday
Country_02,Local_05,Metals,4,Male,Employee,Suspended Loads,employee performed task hoisting big bag containing well oxide performing several hoisting employee suffered low voltage electric shock contacting hoist attaching handle big bag,April,Wednesday
Country_02,Local_02,Mining,3,Male,Third Party (Remote),Others,employee moved toward structure post came step false suffering twisting left ankle,April,Friday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals, around oohs current sediment activity collaborator name ley took bee sting neck using screen bee entered bottom screen sting team decided leave workplace due presence bee collaborator reaction continued work normally,April,Tuesday
Country_01,Local_06,Metals,2,Male,Third Party,Others,industrial cleaning worker name christian performing cleaning activity gutter striking wall remove solid solution formed moment operator hand slide impact edge gutter causing blow little finger left hand,April,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Fall prevention,level formerly level hydraulic filling personnel performed installation diameter hope pipe ventilation chimney help yard held pushed end pipe pipe meter length moment pipe get stuck edge chimney causing pipe form arc height injured worker signal light lamp operator stop trying retire line fire worker loses balance light contact pipe causing fall level,April,Friday
Country_02,Local_02,Mining,2,Male,Third Party,Chemical substances,employee perform painting floor fuel tank area needed cleaning pouring water thinner floor bucket slipped hand mixture projected onto left shoulder lower lip causing redness burning,April,Monday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals,execution soil sampling task location ton area around organization organization organization opening machete bitten wasp back right hand using time incident epic needed activity employee evaluated technician found mild localized swelling wound employee reported feel pain could continue activity,April,Saturday
Country_01,Local_03,Mining,4,Male,Third Party (Remote),Electrical Shock,tower n old ka disabled de energized dismantled located city location last profile base tower previously disassembled cut using equipment organization kingdom security supervisor foreman outside fenced area supervising activity indicate stoppage activity evacuation refuge due orange alert indicated detector storm evacuation last employee inside fenced area loud sound heard provoking fright caused staff throw floor inside area proceeded leave work area mean ladder apparently loud sound would correspond electrical discharge cable guard pass old tower,April,Tuesday
Country_01,Local_03,Mining,4,Male,Third Party (Remote),Electrical Shock,tower n old ka disabled de energized disassembled located city location cutting last profile base tower previously disassembled carried using equipment safety supervisor organization kingdom foreman external part fenced area supervising activity indicate paralysis activity evacuation refuge due orange alert indicated detector storm evacuation last employee inside fenced area loud sound heard provoking scare caused staff throw floor within area proceeded leave work area mean staircase apparently loud sound would correspond electrical discharge cable guard pass old tower,April,Tuesday
Country_02,Local_07,Mining,2,Male,Third Party (Remote),Others,end concreting activity employee turned concrete rolling handle make return equipment warehouse bumped tip mandate inferior lip causing hematoma,April,Tuesday
Country_01,Local_01,Mining,2,Male,Employee,Others,marking management point supervision breeder enter work carry ventilation inspection surveying work stop turn fan proceed air flow measurement fan turned due pressure break fastening point toe sleeve fall floor generating gable gable product fragment aggregate secrete projected face injured person producing injury,April,Thursday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals,execution service opening pricked future work organization around employee per second line equipment stung wasp right portion neck beetle small size seen employee bite causing employee shock insect manifested employee used pie required activity developed bite occurred collar shirt face shield technician responsible performing work evaluated sting together injured employee found localized swelling allergy would need paralyze activity followed normally,April,Wednesday
Country_01,Local_04,Mining,3,Male,Third Party,Others,moment name carried inspection cut miss miss obey loading platform could realized instant observed drill positive radial one covered hears noise upper part pit detachment bank center pit name go back leave work metatarsal boot make contact rock floor cause lose balance stumble gable,April,Sunday
Country_03,Local_10,Others,4,Male,Third Party,Others, location location employee name name name name composing team opening bite survey organization team consisted one mining technician three assistant moving bite touched left foot stump miss cut ground covered dry leaf vegetation near drainage felt thorn piercing foot told mining technician happened teammate removed thorn pierced top boot removal spine foot washed verified injury event technician waxed activity returned city location vanuatu location location necessary take employee health unit,April,Wednesday
Country_01,Local_06,Metals,2,Male,Third Party,Projection,approve name time made visual inspection scaffolding suffered slight blow level right ear metallic extension chute conveyor chain,April,Sunday
Country_03,Local_10,Others,1,Male,Third Party,Venomous Animals,execution soil sampling task location ton area around name moving bite bitten right elbow wasp sleeve uniform using time incident pie needed activity employee evaluated team found mild injury localized swelling employee reported feel pain could continue activity,April,Tuesday
Country_02,Local_07,Mining,5,Male,Employee,remains of choco,activity front sanitation slaughter organization chock smaller local underground mine level front upper aka operator performed front sanitation rock block organization hit equipment accident victim promptly rescued unit emergency brigade transported outpatient clinic received first care transferred organization organization location cat,April,Tuesday
Country_01,Local_01,Mining,4,Male,Employee,Pressed,performing cleaning material mineral accumulates steel plate concrete base rest shown photograph steel plate thickness order complete cleaning worker decide weld steel plate support eyelet type end fixed point fastening pin helical support way lift plate help key remove accumulated material instant pulling chain tesla injured one left hand resting concrete wall line fire product tension exerted tell helical bolt break chain lash index finger generating injury time accident accident victim used epos including glove,April,Tuesday
Country_01,Local_03,Mining,5,Male,Employee,Others,circumstance name far n sorgo f name six organization miss entered interior miss miss level miss miss activated compressed air gun installed lower part structure nozzle communicates air lung internal part pocket projecting violent flow air blow left leg worker generates stun noise produced,April,Monday
Country_02,Local_05,Metals,2,Male,Employee,Others,employee report performed routine activity location area necessary fit last organization mac ingot one package point ingot slipped hit back right foot causing pain safety footwear worn employee steel toe metatarsal protector,April,Friday
Country_02,Local_02,Mining,3,Male,Employee,Manual Tools,employee used lever remove sealing ring front tire wheel loader miss lever came release fulcrum ring press left ring finger loader shell causing traumatism tip said finger,April,Saturday
Country_02,Local_05,Metals,2,Male,Employee,Others,employee report performed routine activity area miss electrolysis trying position one cathode sheet easel hit sleeve caused cut superficially left hand,April,Sunday
Country_02,Local_02,Mining,2,Male,Third Party (Remote),Others,employee engaged adjusting metallic shape using tether striking shape tether cable hit lifeline projecting hand metal structure shape causing superficial injury ring finger right hand,May,Friday
Country_01,Local_01,Mining,4,Male,Third Party,Manual Tools,circumstance staff performing rhyming caving pipe suspended approximately floor assistant placed stepson key pipe fit pipe height base rod holder operator operates chuck slide back causing pipe slide causing tip fourth finger assistant right hand caught stepson key base rod holder time event collaborator used epos,May,Saturday
Country_02,Local_07,Mining,5,Male,Employee,Projection,employee name rid name agio performed pump pipe clearing activity removal suction spool flange bolt projection pulp causing injury,May,Saturday
Country_02,Local_07,Mining,5,Male,Employee,Projection,employee name rid name agio performed pump pipe clearing activity removal suction spool flange bolt projection pulp causing injury,May,Saturday
